"TimePeriod","CampaignId","CampaignName","DeviceType","Network","Impressions","Clicks","Spend","Ctr","AverageCpc","QualityScore","AdDistribution","AverageCpm"
"2019-11-21","353847373","Main Shopping - Important Items","Computer","Audience","5597","37","23.44","0.66%","0.63","--","Audience","4.19"
"2019-11-21","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","873","16","4.88","1.83%","0.31","--","Search","5.59"
"2019-11-21","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","2933","13","0.97","0.44%","0.07","--","Search","0.33"
"2019-11-21","353847373","Main Shopping - Important Items","Smartphone","Audience","157","2","0.35","1.27%","0.18","--","Audience","2.23"
"2019-11-21","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","320","0","0.00","0.00%","0.00","--","Search","0.00"
"2019-11-21","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","86","3","0.31","3.49%","0.10","--","Search","3.60"
"2019-11-21","353847373","Main Shopping - Important Items","Tablet","Audience","12","0","0.00","0.00%","0.00","--","Audience","0.00"
"2019-11-22","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","21646","268","159.71","1.24%","0.60","--","Search","7.38"
"2019-11-22","353847373","Main Shopping - Important Items","Computer","Syndicated search partners","812","8","1.44","0.99%","0.18","--","Search","1.77"
"2019-11-22","353847373","Main Shopping - Important Items","Computer","AOL search","158","6","2.70","3.80%","0.45","--","Search","17.09"
"2019-11-22","353847373","Main Shopping - Important Items","Computer","Audience","7907","54","34.73","0.68%","0.64","--","Audience","4.39"
"2019-11-22","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","871","9","2.77","1.03%","0.31","--","Search","3.18"
"2019-11-22","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","6588","42","3.46","0.64%","0.08","--","Search","0.53"
"2019-11-22","353847373","Main Shopping - Important Items","Smartphone","Audience","1321","8","1.33","0.61%","0.17","--","Audience","1.01"
"2019-11-22","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","168","3","1.23","1.79%","0.41","--","Search","7.32"
"2019-11-22","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","191","1","0.25","0.52%","0.25","--","Search","1.31"
"2019-11-22","353847373","Main Shopping - Important Items","Tablet","AOL search","2","0","0.00","0.00%","0.00","--","Search","0.00"
"2019-11-22","353847373","Main Shopping - Important Items","Tablet","Audience","59","1","0.10","1.69%","0.10","--","Audience","1.69"
"2019-11-23","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","6539","59","9.72","0.90%","0.16","--","Search","1.49"
"2019-11-23","353847373","Main Shopping - Important Items","Computer","Syndicated search partners","422","4","0.56","0.95%","0.14","--","Search","1.33"
"2019-11-23","353847373","Main Shopping - Important Items","Computer","AOL search","33","3","0.55","9.09%","0.18","--","Search","16.67"
"2019-11-23","353847373","Main Shopping - Important Items","Computer","Audience","181","0","0.00","0.00%","0.00","--","Audience","0.00"
"2019-11-23","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","829","10","1.00","1.21%","0.10","--","Search","1.21"
"2019-11-23","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","7279","30","0.97","0.41%","0.03","--","Search","0.13"
"2019-11-23","353847373","Main Shopping - Important Items","Smartphone","Audience","159","0","0.00","0.00%","0.00","--","Audience","0.00"
"2019-11-23","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","210","3","0.38","1.43%","0.13","--","Search","1.81"
"2019-11-23","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","270","0","0.00","0.00%","0.00","--","Search","0.00"
"2019-11-23","353847373","Main Shopping - Important Items","Tablet","AOL search","0","0","0.00","","0.00","--","Search","0.00"
"2019-11-23","353847373","Main Shopping - Important Items","Tablet","Audience","11","0","0.00","0.00%","0.00","--","Audience","0.00"
"2019-11-24","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","5779","57","9.69","0.99%","0.17","--","Search","1.68"
"2019-11-24","353847373","Main Shopping - Important Items","Computer","Syndicated search partners","437","4","0.56","0.92%","0.14","--","Search","1.28"
"2019-11-24","353847373","Main Shopping - Important Items","Computer","AOL search","38","1","0.22","2.63%","0.22","--","Search","5.79"
"2019-11-24","353847373","Main Shopping - Important Items","Computer","Audience","111","1","0.21","0.90%","0.21","--","Audience","1.89"
"2019-11-24","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","928","5","0.48","0.54%","0.10","--","Search","0.52"
"2019-11-24","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","7453","18","0.51","0.24%","0.03","--","Search","0.07"
"2019-11-24","353847373","Main Shopping - Important Items","Smartphone","Audience","92","2","0.20","2.17%","0.10","--","Audience","2.17"
"2019-11-24","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","200","2","0.19","1.00%","0.10","--","Search","0.95"
"2019-11-24","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","255","1","0.02","0.39%","0.02","--","Search","0.08"
"2019-11-24","353847373","Main Shopping - Important Items","Tablet","Audience","1","0","0.00","0.00%","0.00","--","Audience","0.00"
"2019-11-25","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","22922","265","165.74","1.16%","0.63","--","Search","7.23"
"2019-11-25","353847373","Main Shopping - Important Items","Computer","Syndicated search partners","872","7","1.40","0.80%","0.20","--","Search","1.61"
"2019-11-25","353847373","Main Shopping - Important Items","Computer","AOL search","131","1","0.46","0.76%","0.46","--","Search","3.51"
"2019-11-25","353847373","Main Shopping - Important Items","Computer","Audience","6632","55","33.31","0.83%","0.61","--","Audience","5.02"
"2019-11-25","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","912","10","4.14","1.10%","0.41","--","Search","4.54"
"2019-11-25","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","7122","27","2.10","0.38%","0.08","--","Search","0.29"
"2019-11-25","353847373","Main Shopping - Important Items","Smartphone","AOL search","0","0","0.00","","0.00","--","Search","0.00"
"2019-11-25","353847373","Main Shopping - Important Items","Smartphone","Audience","553","4","1.24","0.72%","0.31","--","Audience","2.24"
"2019-11-25","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","184","2","0.68","1.09%","0.34","--","Search","3.70"
"2019-11-25","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","164","1","0.10","0.61%","0.10","--","Search","0.61"
"2019-11-25","353847373","Main Shopping - Important Items","Tablet","Audience","7","0","0.00","0.00%","0.00","--","Audience","0.00"
"2019-11-26","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","22176","290","167.96","1.31%","0.58","--","Search","7.57"
"2019-11-26","353847373","Main Shopping - Important Items","Computer","Syndicated search partners","817","12","4.50","1.47%","0.38","--","Search","5.51"
"2019-11-26","353847373","Main Shopping - Important Items","Computer","AOL search","115","3","1.55","2.61%","0.52","--","Search","13.48"
"2019-11-26","353847373","Main Shopping - Important Items","Computer","Audience","5662","46","28.28","0.81%","0.61","--","Audience","4.99"
"2019-11-26","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","1006","19","5.01","1.89%","0.26","--","Search","4.98"
"2019-11-26","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","7235","35","2.57","0.48%","0.07","--","Search","0.36"
"2019-11-26","353847373","Main Shopping - Important Items","Smartphone","Audience","459","1","0.06","0.22%","0.06","--","Audience","0.13"
"2019-11-26","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","216","1","0.30","0.46%","0.30","--","Search","1.39"
"2019-11-26","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","187","1","0.06","0.53%","0.06","--","Search","0.32"
"2019-11-26","353847373","Main Shopping - Important Items","Tablet","AOL search","0","0","0.00","","0.00","--","Search","0.00"
"2019-11-26","353847373","Main Shopping - Important Items","Tablet","Audience","8","0","0.00","0.00%","0.00","--","Audience","0.00"
"2019-11-27","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","22542","283","170.19","1.26%","0.60","--","Search","7.55"
"2019-11-27","353847373","Main Shopping - Important Items","Computer","Syndicated search partners","869","7","3.19","0.81%","0.46","--","Search","3.67"
"2019-11-27","353847373","Main Shopping - Important Items","Computer","AOL search","125","2","0.77","1.60%","0.39","--","Search","6.16"
"2019-11-27","353847373","Main Shopping - Important Items","Computer","Audience","5741","51","28.42","0.89%","0.56","--","Audience","4.95"
"2019-11-27","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","1617","13","3.41","0.80%","0.26","--","Search","2.11"
"2019-11-27","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","9655","35","2.52","0.36%","0.07","--","Search","0.26"
"2019-11-27","353847373","Main Shopping - Important Items","Smartphone","Audience","622","6","1.34","0.96%","0.22","--","Audience","2.15"
"2019-11-27","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","230","4","0.97","1.74%","0.24","--","Search","4.22"
"2019-11-27","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","220","2","0.13","0.91%","0.07","--","Search","0.59"
"2019-11-27","353847373","Main Shopping - Important Items","Tablet","Audience","17","0","0.00","0.00%","0.00","--","Audience","0.00"
"2019-11-28","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","21494","211","115.77","0.98%","0.55","--","Search","5.39"
"2019-11-28","353847373","Main Shopping - Important Items","Computer","Syndicated search partners","1401","17","4.45","1.21%","0.26","--","Search","3.18"
"2019-11-28","353847373","Main Shopping - Important Items","Computer","AOL search","121","4","1.57","3.31%","0.39","--","Search","12.98"
"2019-11-28","353847373","Main Shopping - Important Items","Computer","Audience","3386","56","28.73","1.65%","0.51","--","Audience","8.48"
"2019-11-28","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","3197","26","6.91","0.81%","0.27","--","Search","2.16"
"2019-11-28","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","15283","64","4.85","0.42%","0.08","--","Search","0.32"
"2019-11-28","353847373","Main Shopping - Important Items","Smartphone","AOL search","2","0","0.00","0.00%","0.00","--","Search","0.00"
"2019-11-28","353847373","Main Shopping - Important Items","Smartphone","Audience","930","7","1.00","0.75%","0.14","--","Audience","1.08"
"2019-11-28","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","451","4","0.93","0.89%","0.23","--","Search","2.06"
"2019-11-28","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","445","1","0.10","0.22%","0.10","--","Search","0.22"
"2019-11-28","353847373","Main Shopping - Important Items","Tablet","AOL search","1","0","0.00","0.00%","0.00","--","Search","0.00"
"2019-11-28","353847373","Main Shopping - Important Items","Tablet","Audience","18","0","0.00","0.00%","0.00","--","Audience","0.00"
"2019-11-29","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","21236","256","153.05","1.21%","0.60","--","Search","7.21"
"2019-11-29","353847373","Main Shopping - Important Items","Computer","Syndicated search partners","1146","8","4.07","0.70%","0.51","--","Search","3.55"
"2019-11-29","353847373","Main Shopping - Important Items","Computer","AOL search","165","4","1.39","2.42%","0.35","--","Search","8.42"
"2019-11-29","353847373","Main Shopping - Important Items","Computer","Audience","5038","51","33.11","1.01%","0.65","--","Audience","6.57"
"2019-11-29","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","2129","20","4.45","0.94%","0.22","--","Search","2.09"
"2019-11-29","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","14186","49","3.54","0.35%","0.07","--","Search","0.25"
"2019-11-29","353847373","Main Shopping - Important Items","Smartphone","AOL search","0","0","0.00","","0.00","--","Search","0.00"
"2019-11-29","353847373","Main Shopping - Important Items","Smartphone","Audience","804","3","0.44","0.37%","0.15","--","Audience","0.55"
"2019-11-29","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","419","3","1.24","0.72%","0.41","--","Search","2.96"
"2019-11-29","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","593","3","0.14","0.51%","0.05","--","Search","0.24"
"2019-11-29","353847373","Main Shopping - Important Items","Tablet","AOL search","0","0","0.00","","0.00","--","Search","0.00"
"2019-11-29","353847373","Main Shopping - Important Items","Tablet","Audience","37","0","0.00","0.00%","0.00","--","Audience","0.00"
"2019-11-30","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","4964","35","6.60","0.71%","0.19","--","Search","1.33"
"2019-11-30","353847373","Main Shopping - Important Items","Computer","Syndicated search partners","370","6","1.00","1.62%","0.17","--","Search","2.70"
"2019-11-30","353847373","Main Shopping - Important Items","Computer","AOL search","25","2","0.21","8.00%","0.11","--","Search","8.40"
"2019-11-30","353847373","Main Shopping - Important Items","Computer","Audience","121","1","0.15","0.83%","0.15","--","Audience","1.24"
"2019-11-30","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","533","8","0.69","1.50%","0.09","--","Search","1.29"
"2019-11-30","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","7967","24","0.94","0.30%","0.04","--","Search","0.12"
"2019-11-30","353847373","Main Shopping - Important Items","Smartphone","AOL search","0","0","0.00","","0.00","--","Search","0.00"
"2019-11-30","353847373","Main Shopping - Important Items","Smartphone","Audience","87","1","0.06","1.15%","0.06","--","Audience","0.69"
"2019-11-30","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","113","3","0.28","2.65%","0.09","--","Search","2.48"
"2019-11-30","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","232","1","0.10","0.43%","0.10","--","Search","0.43"
"2019-11-30","353847373","Main Shopping - Important Items","Tablet","Audience","1","0","0.00","0.00%","0.00","--","Audience","0.00"
"2019-12-01","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","4852","41","7.01","0.85%","0.17","--","Search","1.44"
"2019-12-01","353847373","Main Shopping - Important Items","Computer","Syndicated search partners","372","7","1.00","1.88%","0.14","--","Search","2.69"
"2019-12-01","353847373","Main Shopping - Important Items","Computer","AOL search","25","1","0.10","4.00%","0.10","--","Search","4.00"
"2019-12-01","353847373","Main Shopping - Important Items","Computer","Audience","114","2","0.29","1.75%","0.14","--","Audience","2.54"
"2019-12-01","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","501","10","0.80","2.00%","0.08","--","Search","1.60"
"2019-12-01","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","7158","28","0.82","0.39%","0.03","--","Search","0.11"
"2019-12-01","353847373","Main Shopping - Important Items","Smartphone","Audience","93","0","0.00","0.00%","0.00","--","Audience","0.00"
"2019-12-01","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","170","1","0.11","0.59%","0.11","--","Search","0.65"
"2019-12-01","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","223","4","0.30","1.79%","0.08","--","Search","1.35"
"2019-12-01","353847373","Main Shopping - Important Items","Tablet","Audience","2","0","0.00","0.00%","0.00","--","Audience","0.00"
"2019-12-02","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","26168","320","181.82","1.22%","0.57","--","Search","6.95"
"2019-12-02","353847373","Main Shopping - Important Items","Computer","Syndicated search partners","1003","25","7.00","2.49%","0.28","--","Search","6.98"
"2019-12-02","353847373","Main Shopping - Important Items","Computer","AOL search","113","1","0.25","0.88%","0.25","--","Search","2.21"
"2019-12-02","353847373","Main Shopping - Important Items","Computer","Audience","5045","41","26.34","0.81%","0.64","--","Audience","5.22"
"2019-12-02","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","994","12","2.99","1.21%","0.25","--","Search","3.01"
"2019-12-02","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","7981","26","2.34","0.33%","0.09","--","Search","0.29"
"2019-12-02","353847373","Main Shopping - Important Items","Smartphone","Audience","686","5","1.02","0.73%","0.20","--","Audience","1.49"
"2019-12-02","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","253","4","1.52","1.58%","0.38","--","Search","6.01"
"2019-12-02","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","226","3","0.20","1.33%","0.07","--","Search","0.88"
"2019-12-02","353847373","Main Shopping - Important Items","Tablet","Audience","11","0","0.00","0.00%","0.00","--","Audience","0.00"
"2019-12-03","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","24825","345","188.30","1.39%","0.55","--","Search","7.59"
"2019-12-03","353847373","Main Shopping - Important Items","Computer","Syndicated search partners","796","18","6.02","2.26%","0.33","--","Search","7.56"
"2019-12-03","353847373","Main Shopping - Important Items","Computer","AOL search","120","5","2.58","4.17%","0.52","--","Search","21.50"
"2019-12-03","353847373","Main Shopping - Important Items","Computer","Audience","4464","40","22.21","0.90%","0.56","--","Audience","4.98"
"2019-12-03","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","856","9","2.30","1.05%","0.26","--","Search","2.69"
"2019-12-03","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","6301","23","1.37","0.37%","0.06","--","Search","0.22"
"2019-12-03","353847373","Main Shopping - Important Items","Smartphone","AOL search","0","0","0.00","","0.00","--","Search","0.00"
"2019-12-03","353847373","Main Shopping - Important Items","Smartphone","Audience","441","4","0.93","0.91%","0.23","--","Audience","2.11"
"2019-12-03","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","127","0","0.00","0.00%","0.00","--","Search","0.00"
"2019-12-03","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","152","0","0.00","0.00%","0.00","--","Search","0.00"
"2019-12-03","353847373","Main Shopping - Important Items","Tablet","Audience","15","0","0.00","0.00%","0.00","--","Audience","0.00"
"2019-12-04","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","23170","289","160.32","1.25%","0.55","--","Search","6.92"
"2019-12-04","353847373","Main Shopping - Important Items","Computer","Syndicated search partners","909","9","3.21","0.99%","0.36","--","Search","3.53"
"2019-12-04","353847373","Main Shopping - Important Items","Computer","AOL search","78","3","1.16","3.85%","0.39","--","Search","14.87"
"2019-12-04","353847373","Main Shopping - Important Items","Computer","Audience","6839","76","50.08","1.11%","0.66","--","Audience","7.32"
"2019-12-04","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","738","10","3.03","1.36%","0.30","--","Search","4.11"
"2019-12-04","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","6337","24","2.23","0.38%","0.09","--","Search","0.35"
"2019-12-04","353847373","Main Shopping - Important Items","Smartphone","Audience","475","5","1.20","1.05%","0.24","--","Audience","2.53"
"2019-12-04","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","162","3","0.91","1.85%","0.30","--","Search","5.62"
"2019-12-04","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","157","3","0.18","1.91%","0.06","--","Search","1.15"
"2019-12-04","353847373","Main Shopping - Important Items","Tablet","AOL search","1","0","0.00","0.00%","0.00","--","Search","0.00"
"2019-12-04","353847373","Main Shopping - Important Items","Tablet","Audience","9","0","0.00","0.00%","0.00","--","Audience","0.00"
"2019-12-05","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","13621","166","86.98","1.22%","0.52","--","Search","6.39"
"2019-12-05","353847373","Main Shopping - Important Items","Computer","Syndicated search partners","344","6","0.99","1.74%","0.17","--","Search","2.88"
"2019-12-05","353847373","Main Shopping - Important Items","Computer","AOL search","67","2","1.08","2.99%","0.54","--","Search","16.12"
"2019-12-05","353847373","Main Shopping - Important Items","Computer","Audience","4177","31","19.40","0.74%","0.63","--","Audience","4.64"
"2019-12-05","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","506","6","1.49","1.19%","0.25","--","Search","2.94"
"2019-12-05","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","3636","14","1.27","0.39%","0.09","--","Search","0.35"
"2019-12-05","353847373","Main Shopping - Important Items","Smartphone","Audience","279","1","0.25","0.36%","0.25","--","Audience","0.90"
"2019-12-05","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","76","1","0.13","1.32%","0.13","--","Search","1.71"
"2019-12-05","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","82","0","0.00","0.00%","0.00","--","Search","0.00"
"2019-12-05","353847373","Main Shopping - Important Items","Tablet","AOL search","5","0","0.00","0.00%","0.00","--","Search","0.00"
"2019-12-05","353847373","Main Shopping - Important Items","Tablet","Audience","7","0","0.00","0.00%","0.00","--","Audience","0.00"
"2019-12-11","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","287","8","3.20","2.79%","0.40","--","Search","11.15"
"2019-12-11","353847373","Main Shopping - Important Items","Computer","Syndicated search partners","21","0","0.00","0.00%","0.00","--","Search","0.00"
"2019-12-11","353847373","Main Shopping - Important Items","Computer","Audience","83","1","0.61","1.20%","0.61","--","Audience","7.35"
"2019-12-11","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","21","0","0.00","0.00%","0.00","--","Search","0.00"
"2019-12-11","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","65","1","0.05","1.54%","0.05","--","Search","0.77"
"2019-12-11","353847373","Main Shopping - Important Items","Smartphone","Audience","19","0","0.00","0.00%","0.00","--","Audience","0.00"
"2019-12-11","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","3","0","0.00","0.00%","0.00","--","Search","0.00"
"2019-12-12","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","9286","127","69.02","1.37%","0.54","--","Search","7.43"
"2019-12-12","353847373","Main Shopping - Important Items","Computer","Syndicated search partners","296","5","1.08","1.69%","0.22","--","Search","3.65"
"2019-12-12","353847373","Main Shopping - Important Items","Computer","AOL search","61","0","0.00","0.00%","0.00","--","Search","0.00"
"2019-12-12","353847373","Main Shopping - Important Items","Computer","Audience","3570","25","14.79","0.70%","0.59","--","Audience","4.14"
"2019-12-12","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","419","4","1.47","0.95%","0.37","--","Search","3.51"
"2019-12-12","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","757","4","0.40","0.53%","0.10","--","Search","0.53"
"2019-12-12","353847373","Main Shopping - Important Items","Smartphone","AOL search","1","0","0.00","0.00%","0.00","--","Search","0.00"
"2019-12-12","353847373","Main Shopping - Important Items","Smartphone","Audience","277","0","0.00","0.00%","0.00","--","Audience","0.00"
"2019-12-12","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","48","0","0.00","0.00%","0.00","--","Search","0.00"
"2019-12-12","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","14","0","0.00","0.00%","0.00","--","Search","0.00"
"2019-12-12","353847373","Main Shopping - Important Items","Tablet","Audience","5","0","0.00","0.00%","0.00","--","Audience","0.00"
"2019-12-24","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","2363","43","22.62","1.82%","0.53","--","Search","9.57"
"2019-12-24","353847373","Main Shopping - Important Items","Computer","Syndicated search partners","90","2","0.76","2.22%","0.38","--","Search","8.44"
"2019-12-24","353847373","Main Shopping - Important Items","Computer","AOL search","34","1","0.52","2.94%","0.52","--","Search","15.29"
"2019-12-24","353847373","Main Shopping - Important Items","Computer","Audience","485","10","5.98","2.06%","0.60","--","Audience","12.33"
"2019-12-24","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","120","1","0.07","0.83%","0.07","--","Search","0.58"
"2019-12-24","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","119","2","0.13","1.68%","0.07","--","Search","1.09"
"2019-12-24","353847373","Main Shopping - Important Items","Smartphone","AOL search","0","0","0.00","","0.00","--","Search","0.00"
"2019-12-24","353847373","Main Shopping - Important Items","Smartphone","Audience","20","0","0.00","0.00%","0.00","--","Audience","0.00"
"2019-12-24","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","41","0","0.00","0.00%","0.00","--","Search","0.00"
"2019-12-24","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","3","0","0.00","0.00%","0.00","--","Search","0.00"
"2019-12-24","353847373","Main Shopping - Important Items","Tablet","Audience","3","0","0.00","0.00%","0.00","--","Audience","0.00"
"2019-12-25","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","2855","60","31.62","2.10%","0.53","--","Search","11.08"
"2019-12-25","353847373","Main Shopping - Important Items","Computer","Syndicated search partners","90","0","0.00","0.00%","0.00","--","Search","0.00"
"2019-12-25","353847373","Main Shopping - Important Items","Computer","AOL search","29","0","0.00","0.00%","0.00","--","Search","0.00"
"2019-12-25","353847373","Main Shopping - Important Items","Computer","Audience","487","8","4.81","1.64%","0.60","--","Audience","9.88"
"2019-12-25","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","189","4","0.98","2.12%","0.25","--","Search","5.19"
"2019-12-25","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","435","1","0.06","0.23%","0.06","--","Search","0.14"
"2019-12-25","353847373","Main Shopping - Important Items","Smartphone","AOL search","0","0","0.00","","0.00","--","Search","0.00"
"2019-12-25","353847373","Main Shopping - Important Items","Smartphone","Audience","37","1","0.23","2.70%","0.23","--","Audience","6.22"
"2019-12-25","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","89","0","0.00","0.00%","0.00","--","Search","0.00"
"2019-12-25","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","22","0","0.00","0.00%","0.00","--","Search","0.00"
"2019-12-25","353847373","Main Shopping - Important Items","Tablet","Audience","2","0","0.00","0.00%","0.00","--","Audience","0.00"
"2019-12-26","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","19838","246","123.15","1.24%","0.50","--","Search","6.21"
"2019-12-26","353847373","Main Shopping - Important Items","Computer","Syndicated search partners","709","1","0.46","0.14%","0.46","--","Search","0.65"
"2019-12-26","353847373","Main Shopping - Important Items","Computer","AOL search","97","1","0.29","1.03%","0.29","--","Search","2.99"
"2019-12-26","353847373","Main Shopping - Important Items","Computer","Audience","16686","96","49.47","0.58%","0.52","--","Audience","2.96"
"2019-12-26","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","1054","16","3.80","1.52%","0.24","--","Search","3.61"
"2019-12-26","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","6230","21","1.80","0.34%","0.09","--","Search","0.29"
"2019-12-26","353847373","Main Shopping - Important Items","Smartphone","Audience","374","2","0.56","0.53%","0.28","--","Audience","1.50"
"2019-12-26","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","248","3","0.90","1.21%","0.30","--","Search","3.63"
"2019-12-26","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","206","0","0.00","0.00%","0.00","--","Search","0.00"
"2019-12-26","353847373","Main Shopping - Important Items","Tablet","AOL search","2","0","0.00","0.00%","0.00","--","Search","0.00"
"2019-12-26","353847373","Main Shopping - Important Items","Tablet","Audience","30","0","0.00","0.00%","0.00","--","Audience","0.00"
"2019-12-27","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","22070","246","138.51","1.11%","0.56","--","Search","6.28"
"2019-12-27","353847373","Main Shopping - Important Items","Computer","Syndicated search partners","977","5","3.29","0.51%","0.66","--","Search","3.37"
"2019-12-27","353847373","Main Shopping - Important Items","Computer","AOL search","89","1","0.12","1.12%","0.12","--","Search","1.35"
"2019-12-27","353847373","Main Shopping - Important Items","Computer","Audience","17502","103","61.34","0.59%","0.60","--","Audience","3.50"
"2019-12-27","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","2012","19","4.28","0.94%","0.23","--","Search","2.13"
"2019-12-27","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","7939","28","3.06","0.35%","0.11","--","Search","0.39"
"2019-12-27","353847373","Main Shopping - Important Items","Smartphone","AOL search","7","0","0.00","0.00%","0.00","--","Search","0.00"
