"TimePeriod","CampaignId","CampaignName","DeviceType","Network","Impressions","Clicks","Spend","Ctr","AverageCpc","QualityScore","AdDistribution","AverageCpm"
"2019-12-27","353847373","Main Shopping - Important Items","Smartphone","Audience","317","0","0.00","0.00%","0.00","--","Audience","0.00"
"2019-12-27","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","253","0","0.00","0.00%","0.00","--","Search","0.00"
"2019-12-27","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","278","0","0.00","0.00%","0.00","--","Search","0.00"
"2019-12-27","353847373","Main Shopping - Important Items","Tablet","AOL search","2","0","0.00","0.00%","0.00","--","Search","0.00"
"2019-12-27","353847373","Main Shopping - Important Items","Tablet","Audience","12","0","0.00","0.00%","0.00","--","Audience","0.00"
"2019-12-28","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","5908","63","13.26","1.07%","0.21","--","Search","2.24"
"2019-12-28","353847373","Main Shopping - Important Items","Computer","Syndicated search partners","313","2","0.28","0.64%","0.14","--","Search","0.89"
"2019-12-28","353847373","Main Shopping - Important Items","Computer","AOL search","41","0","0.00","0.00%","0.00","--","Search","0.00"
"2019-12-28","353847373","Main Shopping - Important Items","Computer","Audience","298","5","0.43","1.68%","0.09","--","Audience","1.44"
"2019-12-28","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","724","6","0.61","0.83%","0.10","--","Search","0.84"
"2019-12-28","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","7248","26","1.17","0.36%","0.05","--","Search","0.16"
"2019-12-28","353847373","Main Shopping - Important Items","Smartphone","AOL search","4","0","0.00","0.00%","0.00","--","Search","0.00"
"2019-12-28","353847373","Main Shopping - Important Items","Smartphone","Audience","79","0","0.00","0.00%","0.00","--","Audience","0.00"
"2019-12-28","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","177","1","0.13","0.56%","0.13","--","Search","0.73"
"2019-12-28","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","340","2","0.18","0.59%","0.09","--","Search","0.53"
"2019-12-28","353847373","Main Shopping - Important Items","Tablet","Audience","4","0","0.00","0.00%","0.00","--","Audience","0.00"
"2019-12-29","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","5915","66","10.96","1.12%","0.17","--","Search","1.85"
"2019-12-29","353847373","Main Shopping - Important Items","Computer","Syndicated search partners","316","4","0.92","1.27%","0.23","--","Search","2.91"
"2019-12-29","353847373","Main Shopping - Important Items","Computer","AOL search","25","0","0.00","0.00%","0.00","--","Search","0.00"
"2019-12-29","353847373","Main Shopping - Important Items","Computer","Audience","270","8","1.89","2.96%","0.24","--","Audience","7.00"
"2019-12-29","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","620","8","0.77","1.29%","0.10","--","Search","1.24"
"2019-12-29","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","6805","14","0.43","0.21%","0.03","--","Search","0.06"
"2019-12-29","353847373","Main Shopping - Important Items","Smartphone","Audience","64","0","0.00","0.00%","0.00","--","Audience","0.00"
"2019-12-29","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","261","2","0.20","0.77%","0.10","--","Search","0.77"
"2019-12-29","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","347","0","0.00","0.00%","0.00","--","Search","0.00"
"2019-12-29","353847373","Main Shopping - Important Items","Tablet","Audience","1","0","0.00","0.00%","0.00","--","Audience","0.00"
"2019-12-30","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","29355","272","166.10","0.93%","0.61","--","Search","5.66"
"2019-12-30","353847373","Main Shopping - Important Items","Computer","Syndicated search partners","1257","9","5.99","0.72%","0.67","--","Search","4.77"
"2019-12-30","353847373","Main Shopping - Important Items","Computer","AOL search","145","1","0.24","0.69%","0.24","--","Search","1.66"
"2019-12-30","353847373","Main Shopping - Important Items","Computer","Audience","8637","43","23.29","0.50%","0.54","--","Audience","2.70"
"2019-12-30","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","1915","15","4.77","0.78%","0.32","--","Search","2.49"
"2019-12-30","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","10027","57","7.79","0.57%","0.14","--","Search","0.78"
"2019-12-30","353847373","Main Shopping - Important Items","Smartphone","AOL search","6","0","0.00","0.00%","0.00","--","Search","0.00"
"2019-12-30","353847373","Main Shopping - Important Items","Smartphone","Audience","375","3","0.55","0.80%","0.18","--","Audience","1.47"
"2019-12-30","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","283","2","0.83","0.71%","0.42","--","Search","2.93"
"2019-12-30","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","248","3","0.63","1.21%","0.21","--","Search","2.54"
"2019-12-30","353847373","Main Shopping - Important Items","Tablet","AOL search","3","0","0.00","0.00%","0.00","--","Search","0.00"
"2019-12-30","353847373","Main Shopping - Important Items","Tablet","Audience","8","0","0.00","0.00%","0.00","--","Audience","0.00"
"2019-12-31","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","26693","302","171.01","1.13%","0.57","--","Search","6.41"
"2019-12-31","353847373","Main Shopping - Important Items","Computer","Syndicated search partners","1043","6","2.87","0.58%","0.48","--","Search","2.75"
"2019-12-31","353847373","Main Shopping - Important Items","Computer","AOL search","299","3","1.06","1.00%","0.35","--","Search","3.55"
"2019-12-31","353847373","Main Shopping - Important Items","Computer","Audience","7442","46","23.32","0.62%","0.51","--","Audience","3.13"
"2019-12-31","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","2010","21","5.85","1.04%","0.28","--","Search","2.91"
"2019-12-31","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","10354","29","3.68","0.28%","0.13","--","Search","0.36"
"2019-12-31","353847373","Main Shopping - Important Items","Smartphone","AOL search","9","0","0.00","0.00%","0.00","--","Search","0.00"
"2019-12-31","353847373","Main Shopping - Important Items","Smartphone","Audience","418","3","0.50","0.72%","0.17","--","Audience","1.20"
"2019-12-31","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","323","0","0.00","0.00%","0.00","--","Search","0.00"
"2019-12-31","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","366","1","0.05","0.27%","0.05","--","Search","0.14"
"2019-12-31","353847373","Main Shopping - Important Items","Tablet","AOL search","2","0","0.00","0.00%","0.00","--","Search","0.00"
"2019-12-31","353847373","Main Shopping - Important Items","Tablet","Audience","15","0","0.00","0.00%","0.00","--","Audience","0.00"
