"TimePeriod","CampaignId","CampaignName","DeviceType","Network","Impressions","Clicks","Spend","Ctr","AverageCpc","QualityScore","AdDistribution","AverageCpm"
"2020-07-05","392212795","LCD | Shopping | New","Tablet","Syndicated search partners","896","4","0.67","0.45%","0.17","--","Search","0.75"
"2020-07-05","392212795","LCD | Shopping | New","Tablet","Audience","7","0","0.00","0.00%","0.00","--","Audience","0.00"
"2020-07-05","392311656","Other Top Brands - Important Items | Shopping","Computer","Bing and Yahoo! search","223","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-05","392311656","Other Top Brands - Important Items | Shopping","Computer","Syndicated search partners","10","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-05","392311656","Other Top Brands - Important Items | Shopping","Computer","AOL search","0","0","0.00","","0.00","--","Search","0.00"
"2020-07-05","392311656","Other Top Brands - Important Items | Shopping","Computer","Audience","61","2","0.28","3.28%","0.14","--","Audience","4.59"
"2020-07-05","392311656","Other Top Brands - Important Items | Shopping","Smartphone","Bing and Yahoo! search","20","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-05","392311656","Other Top Brands - Important Items | Shopping","Smartphone","Syndicated search partners","85","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-05","392311656","Other Top Brands - Important Items | Shopping","Smartphone","Audience","4","0","0.00","0.00%","0.00","--","Audience","0.00"
"2020-07-05","392311656","Other Top Brands - Important Items | Shopping","Tablet","Bing and Yahoo! search","2","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-05","392311657","Everything Else | Shopping","Computer","Bing and Yahoo! search","73","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-05","392311657","Everything Else | Shopping","Computer","Syndicated search partners","2","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-05","392311657","Everything Else | Shopping","Smartphone","Bing and Yahoo! search","9","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-05","392311657","Everything Else | Shopping","Smartphone","Syndicated search partners","17","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-05","392311657","Everything Else | Shopping","Tablet","Bing and Yahoo! search","5","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-06","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","13213","128","83.67","0.97%","0.65","--","Search","6.33"
"2020-07-06","353847373","Main Shopping - Important Items","Computer","Syndicated search partners","471","5","4.24","1.06%","0.85","--","Search","9.00"
"2020-07-06","353847373","Main Shopping - Important Items","Computer","AOL search","57","1","1.10","1.75%","1.10","--","Search","19.30"
"2020-07-06","353847373","Main Shopping - Important Items","Computer","Audience","6352","37","22.90","0.58%","0.62","--","Audience","3.61"
"2020-07-06","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","475","6","1.59","1.26%","0.27","--","Search","3.35"
"2020-07-06","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","4190","21","2.93","0.50%","0.14","--","Search","0.70"
"2020-07-06","353847373","Main Shopping - Important Items","Smartphone","Audience","2745","49","10.21","1.79%","0.21","--","Audience","3.72"
"2020-07-06","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","80","1","0.36","1.25%","0.36","--","Search","4.50"
"2020-07-06","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","113","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-06","353847373","Main Shopping - Important Items","Tablet","Audience","46","1","0.55","2.17%","0.55","--","Audience","11.96"
"2020-07-06","392204748","Memory | Shopping | New","Computer","Bing and Yahoo! search","25","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-06","392204748","Memory | Shopping | New","Computer","Syndicated search partners","4","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-06","392204748","Memory | Shopping | New","Computer","Audience","8","0","0.00","0.00%","0.00","--","Audience","0.00"
"2020-07-06","392204748","Memory | Shopping | New","Smartphone","Bing and Yahoo! search","9","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-06","392204748","Memory | Shopping | New","Smartphone","Syndicated search partners","110","1","0.08","0.91%","0.08","--","Search","0.73"
"2020-07-06","392204748","Memory | Shopping | New","Smartphone","Audience","1","0","0.00","0.00%","0.00","--","Audience","0.00"
"2020-07-06","392204748","Memory | Shopping | New","Tablet","Syndicated search partners","5","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-06","392212795","LCD | Shopping | New","Computer","Bing and Yahoo! search","639","2","0.58","0.31%","0.29","--","Search","0.91"
"2020-07-06","392212795","LCD | Shopping | New","Computer","Syndicated search partners","127","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-06","392212795","LCD | Shopping | New","Computer","Audience","99","1","0.17","1.01%","0.17","--","Audience","1.72"
"2020-07-06","392212795","LCD | Shopping | New","Smartphone","Bing and Yahoo! search","120","2","0.57","1.67%","0.28","--","Search","4.75"
"2020-07-06","392212795","LCD | Shopping | New","Smartphone","Syndicated search partners","12838","58","7.47","0.45%","0.13","--","Search","0.58"
"2020-07-06","392212795","LCD | Shopping | New","Smartphone","Audience","75","0","0.00","0.00%","0.00","--","Audience","0.00"
"2020-07-06","392212795","LCD | Shopping | New","Tablet","Bing and Yahoo! search","17","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-06","392212795","LCD | Shopping | New","Tablet","Syndicated search partners","262","3","0.30","1.15%","0.10","--","Search","1.15"
"2020-07-06","392311656","Other Top Brands - Important Items | Shopping","Computer","Bing and Yahoo! search","11535","100","57.79","0.87%","0.58","--","Search","5.01"
"2020-07-06","392311656","Other Top Brands - Important Items | Shopping","Computer","Syndicated search partners","805","1","0.41","0.12%","0.41","--","Search","0.51"
"2020-07-06","392311656","Other Top Brands - Important Items | Shopping","Computer","AOL search","27","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-06","392311656","Other Top Brands - Important Items | Shopping","Computer","Audience","6279","47","21.75","0.75%","0.46","--","Audience","3.46"
"2020-07-06","392311656","Other Top Brands - Important Items | Shopping","Smartphone","Bing and Yahoo! search","395","3","0.47","0.76%","0.16","--","Search","1.19"
"2020-07-06","392311656","Other Top Brands - Important Items | Shopping","Smartphone","Syndicated search partners","7223","43","7.04","0.60%","0.16","--","Search","0.97"
"2020-07-06","392311656","Other Top Brands - Important Items | Shopping","Smartphone","Audience","1486","28","5.59","1.88%","0.20","--","Audience","3.76"
"2020-07-06","392311656","Other Top Brands - Important Items | Shopping","Tablet","Bing and Yahoo! search","83","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-06","392311656","Other Top Brands - Important Items | Shopping","Tablet","Syndicated search partners","308","1","0.26","0.32%","0.26","--","Search","0.84"
"2020-07-06","392311656","Other Top Brands - Important Items | Shopping","Tablet","AOL search","0","0","0.00","","0.00","--","Search","0.00"
"2020-07-06","392311656","Other Top Brands - Important Items | Shopping","Tablet","Audience","37","0","0.00","0.00%","0.00","--","Audience","0.00"
"2020-07-06","392311657","Everything Else | Shopping","Computer","Bing and Yahoo! search","2655","14","3.02","0.53%","0.22","--","Search","1.14"
"2020-07-06","392311657","Everything Else | Shopping","Computer","Syndicated search partners","199","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-06","392311657","Everything Else | Shopping","Computer","AOL search","1","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-06","392311657","Everything Else | Shopping","Computer","Audience","48","0","0.00","0.00%","0.00","--","Audience","0.00"
"2020-07-06","392311657","Everything Else | Shopping","Smartphone","Bing and Yahoo! search","170","1","0.15","0.59%","0.15","--","Search","0.88"
"2020-07-06","392311657","Everything Else | Shopping","Smartphone","Syndicated search partners","5828","23","1.46","0.39%","0.06","--","Search","0.25"
"2020-07-06","392311657","Everything Else | Shopping","Smartphone","Audience","41","0","0.00","0.00%","0.00","--","Audience","0.00"
"2020-07-06","392311657","Everything Else | Shopping","Tablet","Bing and Yahoo! search","25","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-06","392311657","Everything Else | Shopping","Tablet","Syndicated search partners","279","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-07","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","14451","146","94.59","1.01%","0.65","--","Search","6.55"
"2020-07-07","353847373","Main Shopping - Important Items","Computer","Syndicated search partners","649","4","2.71","0.62%","0.68","--","Search","4.18"
"2020-07-07","353847373","Main Shopping - Important Items","Computer","AOL search","47","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-07","353847373","Main Shopping - Important Items","Computer","Audience","5541","41","20.23","0.74%","0.49","--","Audience","3.65"
"2020-07-07","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","543","11","4.45","2.03%","0.40","--","Search","8.20"
"2020-07-07","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","4217","32","4.41","0.76%","0.14","--","Search","1.05"
"2020-07-07","353847373","Main Shopping - Important Items","Smartphone","Audience","2971","71","14.75","2.39%","0.21","--","Audience","4.96"
"2020-07-07","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","95","1","0.49","1.05%","0.49","--","Search","5.16"
"2020-07-07","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","142","1","0.10","0.70%","0.10","--","Search","0.70"
"2020-07-07","353847373","Main Shopping - Important Items","Tablet","Audience","58","1","0.18","1.72%","0.18","--","Audience","3.10"
"2020-07-07","392204748","Memory | Shopping | New","Computer","Bing and Yahoo! search","16","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-07","392204748","Memory | Shopping | New","Computer","Syndicated search partners","1","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-07","392204748","Memory | Shopping | New","Computer","AOL search","0","0","0.00","","0.00","--","Search","0.00"
"2020-07-07","392204748","Memory | Shopping | New","Computer","Audience","2","0","0.00","0.00%","0.00","--","Audience","0.00"
"2020-07-07","392204748","Memory | Shopping | New","Smartphone","Bing and Yahoo! search","12","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-07","392204748","Memory | Shopping | New","Smartphone","Syndicated search partners","42","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-07","392204748","Memory | Shopping | New","Smartphone","Audience","1","0","0.00","0.00%","0.00","--","Audience","0.00"
"2020-07-07","392204748","Memory | Shopping | New","Tablet","Bing and Yahoo! search","2","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-07","392212795","LCD | Shopping | New","Computer","Bing and Yahoo! search","620","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-07","392212795","LCD | Shopping | New","Computer","Syndicated search partners","106","1","0.22","0.94%","0.22","--","Search","2.08"
"2020-07-07","392212795","LCD | Shopping | New","Computer","AOL search","1","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-07","392212795","LCD | Shopping | New","Computer","Audience","109","5","0.93","4.59%","0.19","--","Audience","8.53"
"2020-07-07","392212795","LCD | Shopping | New","Smartphone","Bing and Yahoo! search","84","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-07","392212795","LCD | Shopping | New","Smartphone","Syndicated search partners","8893","42","5.37","0.47%","0.13","--","Search","0.60"
"2020-07-07","392212795","LCD | Shopping | New","Smartphone","Audience","35","2","0.41","5.71%","0.21","--","Audience","11.71"
"2020-07-07","392212795","LCD | Shopping | New","Tablet","Bing and Yahoo! search","13","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-07","392212795","LCD | Shopping | New","Tablet","Syndicated search partners","164","1","0.16","0.61%","0.16","--","Search","0.98"
"2020-07-07","392311656","Other Top Brands - Important Items | Shopping","Computer","Unknown","0","0","0.00","","0.00","--","Unknown","0.00"
"2020-07-07","392311656","Other Top Brands - Important Items | Shopping","Computer","Bing and Yahoo! search","14000","102","58.42","0.73%","0.57","--","Search","4.17"
"2020-07-07","392311656","Other Top Brands - Important Items | Shopping","Computer","Syndicated search partners","906","5","2.41","0.55%","0.48","--","Search","2.66"
"2020-07-07","392311656","Other Top Brands - Important Items | Shopping","Computer","AOL search","29","2","1.82","6.90%","0.91","--","Search","62.76"
"2020-07-07","392311656","Other Top Brands - Important Items | Shopping","Computer","Audience","6770","38","17.90","0.56%","0.47","--","Audience","2.64"
"2020-07-07","392311656","Other Top Brands - Important Items | Shopping","Smartphone","Bing and Yahoo! search","509","8","2.93","1.57%","0.37","--","Search","5.76"
"2020-07-07","392311656","Other Top Brands - Important Items | Shopping","Smartphone","Syndicated search partners","7007","32","4.55","0.46%","0.14","--","Search","0.65"
"2020-07-07","392311656","Other Top Brands - Important Items | Shopping","Smartphone","Audience","1471","14","2.74","0.95%","0.20","--","Audience","1.86"
"2020-07-07","392311656","Other Top Brands - Important Items | Shopping","Tablet","Bing and Yahoo! search","81","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-07","392311656","Other Top Brands - Important Items | Shopping","Tablet","Syndicated search partners","166","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-07","392311656","Other Top Brands - Important Items | Shopping","Tablet","AOL search","0","0","0.00","","0.00","--","Search","0.00"
"2020-07-07","392311656","Other Top Brands - Important Items | Shopping","Tablet","Audience","42","0","0.00","0.00%","0.00","--","Audience","0.00"
"2020-07-07","392311657","Everything Else | Shopping","Computer","Bing and Yahoo! search","3091","23","4.84","0.74%","0.21","--","Search","1.57"
"2020-07-07","392311657","Everything Else | Shopping","Computer","Syndicated search partners","267","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-07","392311657","Everything Else | Shopping","Computer","AOL search","11","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-07","392311657","Everything Else | Shopping","Computer","Audience","30","0","0.00","0.00%","0.00","--","Audience","0.00"
"2020-07-07","392311657","Everything Else | Shopping","Smartphone","Bing and Yahoo! search","159","4","0.51","2.52%","0.13","--","Search","3.21"
"2020-07-07","392311657","Everything Else | Shopping","Smartphone","Syndicated search partners","5072","18","0.97","0.35%","0.05","--","Search","0.19"
"2020-07-07","392311657","Everything Else | Shopping","Smartphone","Audience","47","0","0.00","0.00%","0.00","--","Audience","0.00"
"2020-07-07","392311657","Everything Else | Shopping","Tablet","Bing and Yahoo! search","30","1","0.01","3.33%","0.01","--","Search","0.33"
"2020-07-07","392311657","Everything Else | Shopping","Tablet","Syndicated search partners","172","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-08","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","14495","131","82.27","0.90%","0.63","--","Search","5.68"
"2020-07-08","353847373","Main Shopping - Important Items","Computer","Syndicated search partners","634","5","3.37","0.79%","0.67","--","Search","5.32"
"2020-07-08","353847373","Main Shopping - Important Items","Computer","AOL search","51","1","0.26","1.96%","0.26","--","Search","5.10"
"2020-07-08","353847373","Main Shopping - Important Items","Computer","Audience","6312","39","24.31","0.62%","0.62","--","Audience","3.85"
"2020-07-08","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","481","5","1.17","1.04%","0.23","--","Search","2.43"
"2020-07-08","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","4705","25","4.19","0.53%","0.17","--","Search","0.89"
"2020-07-08","353847373","Main Shopping - Important Items","Smartphone","Audience","2603","50","10.40","1.92%","0.21","--","Audience","4.00"
"2020-07-08","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","115","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-08","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","131","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-08","353847373","Main Shopping - Important Items","Tablet","Audience","60","2","0.38","3.33%","0.19","--","Audience","6.33"
"2020-07-08","392204748","Memory | Shopping | New","Computer","Bing and Yahoo! search","14","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-08","392204748","Memory | Shopping | New","Computer","Audience","3","0","0.00","0.00%","0.00","--","Audience","0.00"
"2020-07-08","392204748","Memory | Shopping | New","Smartphone","Bing and Yahoo! search","2","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-08","392204748","Memory | Shopping | New","Smartphone","Syndicated search partners","69","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-08","392204748","Memory | Shopping | New","Tablet","Bing and Yahoo! search","1","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-08","392204748","Memory | Shopping | New","Tablet","Syndicated search partners","7","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-08","392204748","Memory | Shopping | New","Tablet","Audience","3","0","0.00","0.00%","0.00","--","Audience","0.00"
"2020-07-08","392212795","LCD | Shopping | New","Computer","Bing and Yahoo! search","757","2","0.72","0.26%","0.36","--","Search","0.95"
"2020-07-08","392212795","LCD | Shopping | New","Computer","Syndicated search partners","150","2","0.20","1.33%","0.10","--","Search","1.33"
"2020-07-08","392212795","LCD | Shopping | New","Computer","Audience","102","3","0.47","2.94%","0.16","--","Audience","4.61"
"2020-07-08","392212795","LCD | Shopping | New","Smartphone","Bing and Yahoo! search","95","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-08","392212795","LCD | Shopping | New","Smartphone","Syndicated search partners","8223","35","4.57","0.43%","0.13","--","Search","0.56"
"2020-07-08","392212795","LCD | Shopping | New","Smartphone","Audience","39","0","0.00","0.00%","0.00","--","Audience","0.00"
"2020-07-08","392212795","LCD | Shopping | New","Tablet","Bing and Yahoo! search","23","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-08","392212795","LCD | Shopping | New","Tablet","Syndicated search partners","158","2","0.19","1.27%","0.10","--","Search","1.20"
"2020-07-08","392311656","Other Top Brands - Important Items | Shopping","Computer","Bing and Yahoo! search","12961","100","58.74","0.77%","0.59","--","Search","4.53"
"2020-07-08","392311656","Other Top Brands - Important Items | Shopping","Computer","Syndicated search partners","920","5","3.35","0.54%","0.67","--","Search","3.64"
"2020-07-08","392311656","Other Top Brands - Important Items | Shopping","Computer","AOL search","32","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-08","392311656","Other Top Brands - Important Items | Shopping","Computer","Audience","7802","41","19.27","0.53%","0.47","--","Audience","2.47"
"2020-07-08","392311656","Other Top Brands - Important Items | Shopping","Smartphone","Bing and Yahoo! search","450","5","1.35","1.11%","0.27","--","Search","3.00"
"2020-07-08","392311656","Other Top Brands - Important Items | Shopping","Smartphone","Syndicated search partners","8204","37","4.34","0.45%","0.12","--","Search","0.53"
"2020-07-08","392311656","Other Top Brands - Important Items | Shopping","Smartphone","Audience","1746","38","6.38","2.18%","0.17","--","Audience","3.65"
"2020-07-08","392311656","Other Top Brands - Important Items | Shopping","Tablet","Bing and Yahoo! search","82","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-08","392311656","Other Top Brands - Important Items | Shopping","Tablet","Syndicated search partners","265","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-08","392311656","Other Top Brands - Important Items | Shopping","Tablet","AOL search","0","0","0.00","","0.00","--","Search","0.00"
"2020-07-08","392311656","Other Top Brands - Important Items | Shopping","Tablet","Audience","45","0","0.00","0.00%","0.00","--","Audience","0.00"
"2020-07-08","392311657","Everything Else | Shopping","Computer","Bing and Yahoo! search","2959","32","7.94","1.08%","0.25","--","Search","2.68"
"2020-07-08","392311657","Everything Else | Shopping","Computer","Syndicated search partners","236","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-08","392311657","Everything Else | Shopping","Computer","AOL search","5","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-08","392311657","Everything Else | Shopping","Computer","Audience","34","0","0.00","0.00%","0.00","--","Audience","0.00"
"2020-07-08","392311657","Everything Else | Shopping","Smartphone","Bing and Yahoo! search","177","1","0.10","0.56%","0.10","--","Search","0.56"
"2020-07-08","392311657","Everything Else | Shopping","Smartphone","Syndicated search partners","6102","20","0.93","0.33%","0.05","--","Search","0.15"
"2020-07-08","392311657","Everything Else | Shopping","Smartphone","Audience","30","0","0.00","0.00%","0.00","--","Audience","0.00"
"2020-07-08","392311657","Everything Else | Shopping","Tablet","Bing and Yahoo! search","23","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-08","392311657","Everything Else | Shopping","Tablet","Syndicated search partners","182","1","0.07","0.55%","0.07","--","Search","0.38"
"2020-07-09","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","14253","133","82.19","0.93%","0.62","--","Search","5.77"
"2020-07-09","353847373","Main Shopping - Important Items","Computer","Syndicated search partners","704","1","0.25","0.14%","0.25","--","Search","0.36"
"2020-07-09","353847373","Main Shopping - Important Items","Computer","AOL search","47","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-09","353847373","Main Shopping - Important Items","Computer","Audience","10133","45","20.47","0.44%","0.45","--","Audience","2.02"
"2020-07-09","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","537","6","1.18","1.12%","0.20","--","Search","2.20"
"2020-07-09","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","4514","20","3.13","0.44%","0.16","--","Search","0.69"
"2020-07-09","353847373","Main Shopping - Important Items","Smartphone","Audience","1957","53","11.10","2.71%","0.21","--","Audience","5.67"
"2020-07-09","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","112","1","0.71","0.89%","0.71","--","Search","6.34"
"2020-07-09","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","124","1","0.06","0.81%","0.06","--","Search","0.48"
"2020-07-09","353847373","Main Shopping - Important Items","Tablet","Audience","22","0","0.00","0.00%","0.00","--","Audience","0.00"
"2020-07-09","392204748","Memory | Shopping | New","Computer","Bing and Yahoo! search","32","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-09","392204748","Memory | Shopping | New","Computer","Syndicated search partners","1","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-09","392204748","Memory | Shopping | New","Computer","Audience","1","0","0.00","0.00%","0.00","--","Audience","0.00"
"2020-07-09","392204748","Memory | Shopping | New","Smartphone","Bing and Yahoo! search","7","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-09","392204748","Memory | Shopping | New","Smartphone","Syndicated search partners","78","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-09","392204748","Memory | Shopping | New","Smartphone","Audience","1","0","0.00","0.00%","0.00","--","Audience","0.00"
"2020-07-09","392204748","Memory | Shopping | New","Tablet","Bing and Yahoo! search","1","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-09","392204748","Memory | Shopping | New","Tablet","Syndicated search partners","2","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-09","392212795","LCD | Shopping | New","Computer","Bing and Yahoo! search","522","1","0.34","0.19%","0.34","--","Search","0.65"
"2020-07-09","392212795","LCD | Shopping | New","Computer","Syndicated search partners","142","1","0.15","0.70%","0.15","--","Search","1.06"
"2020-07-09","392212795","LCD | Shopping | New","Computer","AOL search","3","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-09","392212795","LCD | Shopping | New","Computer","Audience","141","1","0.20","0.71%","0.20","--","Audience","1.42"
"2020-07-09","392212795","LCD | Shopping | New","Smartphone","Bing and Yahoo! search","125","1","0.35","0.80%","0.35","--","Search","2.80"
"2020-07-09","392212795","LCD | Shopping | New","Smartphone","Syndicated search partners","10181","44","5.41","0.43%","0.12","--","Search","0.53"
"2020-07-09","392212795","LCD | Shopping | New","Smartphone","Audience","23","0","0.00","0.00%","0.00","--","Audience","0.00"
"2020-07-09","392212795","LCD | Shopping | New","Tablet","Bing and Yahoo! search","9","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-09","392212795","LCD | Shopping | New","Tablet","Syndicated search partners","201","1","0.04","0.50%","0.04","--","Search","0.20"
"2020-07-09","392311656","Other Top Brands - Important Items | Shopping","Computer","Bing and Yahoo! search","13040","113","72.77","0.87%","0.64","--","Search","5.58"
"2020-07-09","392311656","Other Top Brands - Important Items | Shopping","Computer","Syndicated search partners","1066","4","2.16","0.38%","0.54","--","Search","2.03"
"2020-07-09","392311656","Other Top Brands - Important Items | Shopping","Computer","AOL search","50","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-09","392311656","Other Top Brands - Important Items | Shopping","Computer","Audience","8944","53","25.61","0.59%","0.48","--","Audience","2.86"
"2020-07-09","392311656","Other Top Brands - Important Items | Shopping","Smartphone","Bing and Yahoo! search","505","4","1.13","0.79%","0.28","--","Search","2.24"
"2020-07-09","392311656","Other Top Brands - Important Items | Shopping","Smartphone","Syndicated search partners","7656","37","4.36","0.48%","0.12","--","Search","0.57"
"2020-07-09","392311656","Other Top Brands - Important Items | Shopping","Smartphone","Audience","1051","18","3.81","1.71%","0.21","--","Audience","3.63"
"2020-07-09","392311656","Other Top Brands - Important Items | Shopping","Tablet","Bing and Yahoo! search","81","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-09","392311656","Other Top Brands - Important Items | Shopping","Tablet","Syndicated search partners","288","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-09","392311656","Other Top Brands - Important Items | Shopping","Tablet","Audience","43","0","0.00","0.00%","0.00","--","Audience","0.00"
"2020-07-09","392311657","Everything Else | Shopping","Computer","Bing and Yahoo! search","2926","22","4.01","0.75%","0.18","--","Search","1.37"
"2020-07-09","392311657","Everything Else | Shopping","Computer","Syndicated search partners","256","1","0.24","0.39%","0.24","--","Search","0.94"
"2020-07-09","392311657","Everything Else | Shopping","Computer","AOL search","18","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-09","392311657","Everything Else | Shopping","Computer","Audience","47","1","0.22","2.13%","0.22","--","Audience","4.68"
"2020-07-09","392311657","Everything Else | Shopping","Smartphone","Bing and Yahoo! search","115","3","0.29","2.61%","0.10","--","Search","2.52"
"2020-07-09","392311657","Everything Else | Shopping","Smartphone","Syndicated search partners","5663","13","0.56","0.23%","0.04","--","Search","0.10"
"2020-07-09","392311657","Everything Else | Shopping","Smartphone","Audience","35","0","0.00","0.00%","0.00","--","Audience","0.00"
"2020-07-09","392311657","Everything Else | Shopping","Tablet","Bing and Yahoo! search","22","1","0.10","4.55%","0.10","--","Search","4.55"
"2020-07-09","392311657","Everything Else | Shopping","Tablet","Syndicated search partners","190","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-10","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","12225","121","81.36","0.99%","0.67","--","Search","6.66"
"2020-07-10","353847373","Main Shopping - Important Items","Computer","Syndicated search partners","759","6","3.28","0.79%","0.55","--","Search","4.32"
"2020-07-10","353847373","Main Shopping - Important Items","Computer","AOL search","50","1","0.10","2.00%","0.10","--","Search","2.00"
"2020-07-10","353847373","Main Shopping - Important Items","Computer","Audience","8473","61","30.16","0.72%","0.49","--","Audience","3.56"
"2020-07-10","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","454","7","1.99","1.54%","0.28","--","Search","4.38"
"2020-07-10","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","4100","18","1.56","0.44%","0.09","--","Search","0.38"
"2020-07-10","353847373","Main Shopping - Important Items","Smartphone","Audience","1506","29","5.85","1.93%","0.20","--","Audience","3.88"
"2020-07-10","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","91","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-10","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","294","1","0.10","0.34%","0.10","--","Search","0.34"
"2020-07-10","353847373","Main Shopping - Important Items","Tablet","Audience","36","0","0.00","0.00%","0.00","--","Audience","0.00"
"2020-07-10","392204748","Memory | Shopping | New","Computer","Bing and Yahoo! search","13","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-07-10","392204748","Memory | Shopping | New","Computer","Audience","3","0","0.00","0.00%","0.00","--","Audience","0.00"
"2020-07-10","392204748","Memory | Shopping | New","Smartphone","Bing and Yahoo! search","6","0","0.00","0.00%","0.00","--","Search","0.00"
