"TimePeriod","CampaignId","CampaignName","DeviceType","Network","Impressions","Clicks","Spend","Ctr","AverageCpc","QualityScore","AdDistribution","AverageCpm"
"2020-01-02","353847373","Main Shopping - Important Items","Computer","AOL search","141","2","0.82","1.42%","0.41","--","Search","5.82"
"2020-01-02","353847373","Main Shopping - Important Items","Computer","Audience","6834","34","17.03","0.50%","0.50","--","Audience","2.49"
"2020-01-02","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","1783","8","3.14","0.45%","0.39","--","Search","1.76"
"2020-01-02","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","10703","38","4.02","0.36%","0.11","--","Search","0.38"
"2020-01-02","353847373","Main Shopping - Important Items","Smartphone","AOL search","3","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-01-02","353847373","Main Shopping - Important Items","Smartphone","Audience","403","3","0.59","0.74%","0.20","--","Audience","1.46"
"2020-01-02","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","278","4","0.67","1.44%","0.17","--","Search","2.41"
"2020-01-02","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","421","3","0.33","0.71%","0.11","--","Search","0.78"
"2020-01-02","353847373","Main Shopping - Important Items","Tablet","AOL search","0","0","0.00","","0.00","--","Search","0.00"
"2020-01-02","353847373","Main Shopping - Important Items","Tablet","Audience","18","0","0.00","0.00%","0.00","--","Audience","0.00"
"2020-01-03","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","28985","297","169.69","1.02%","0.57","--","Search","5.85"
"2020-01-03","353847373","Main Shopping - Important Items","Computer","Syndicated search partners","1190","6","3.16","0.50%","0.53","--","Search","2.66"
"2020-01-03","353847373","Main Shopping - Important Items","Computer","AOL search","160","2","0.73","1.25%","0.37","--","Search","4.56"
"2020-01-03","353847373","Main Shopping - Important Items","Computer","Audience","7482","33","19.89","0.44%","0.60","--","Audience","2.66"
"2020-01-03","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","2121","27","8.30","1.27%","0.31","--","Search","3.91"
"2020-01-03","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","9426","49","6.22","0.52%","0.13","--","Search","0.66"
"2020-01-03","353847373","Main Shopping - Important Items","Smartphone","AOL search","6","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-01-03","353847373","Main Shopping - Important Items","Smartphone","Audience","414","6","1.22","1.45%","0.20","--","Audience","2.95"
"2020-01-03","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","266","2","0.55","0.75%","0.28","--","Search","2.07"
"2020-01-03","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","314","1","0.08","0.32%","0.08","--","Search","0.25"
"2020-01-03","353847373","Main Shopping - Important Items","Tablet","Audience","15","0","0.00","0.00%","0.00","--","Audience","0.00"
"2020-01-04","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","6827","64","12.05","0.94%","0.19","--","Search","1.77"
"2020-01-04","353847373","Main Shopping - Important Items","Computer","Syndicated search partners","392","4","0.83","1.02%","0.21","--","Search","2.12"
"2020-01-04","353847373","Main Shopping - Important Items","Computer","AOL search","33","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-01-04","353847373","Main Shopping - Important Items","Computer","Audience","350","5","0.74","1.43%","0.15","--","Audience","2.11"
"2020-01-04","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","955","7","0.63","0.73%","0.09","--","Search","0.66"
"2020-01-04","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","6436","24","0.82","0.37%","0.03","--","Search","0.13"
"2020-01-04","353847373","Main Shopping - Important Items","Smartphone","AOL search","2","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-01-04","353847373","Main Shopping - Important Items","Smartphone","Audience","83","0","0.00","0.00%","0.00","--","Audience","0.00"
"2020-01-04","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","156","4","0.46","2.56%","0.12","--","Search","2.95"
"2020-01-04","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","628","2","0.04","0.32%","0.02","--","Search","0.06"
"2020-01-04","353847373","Main Shopping - Important Items","Tablet","AOL search","2","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-01-04","353847373","Main Shopping - Important Items","Tablet","Audience","4","0","0.00","0.00%","0.00","--","Audience","0.00"
"2020-01-05","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","6096","62","10.69","1.02%","0.17","--","Search","1.75"
"2020-01-05","353847373","Main Shopping - Important Items","Computer","Syndicated search partners","462","2","0.28","0.43%","0.14","--","Search","0.61"
"2020-01-05","353847373","Main Shopping - Important Items","Computer","AOL search","152","1","0.19","0.66%","0.19","--","Search","1.25"
"2020-01-05","353847373","Main Shopping - Important Items","Computer","Audience","391","5","1.09","1.28%","0.22","--","Audience","2.79"
"2020-01-05","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","858","11","1.33","1.28%","0.12","--","Search","1.55"
"2020-01-05","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","6725","21","0.82","0.31%","0.04","--","Search","0.12"
"2020-01-05","353847373","Main Shopping - Important Items","Smartphone","AOL search","0","0","0.00","","0.00","--","Search","0.00"
"2020-01-05","353847373","Main Shopping - Important Items","Smartphone","Audience","78","0","0.00","0.00%","0.00","--","Audience","0.00"
"2020-01-05","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","240","2","0.24","0.83%","0.12","--","Search","1.00"
"2020-01-05","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","524","2","0.11","0.38%","0.06","--","Search","0.21"
"2020-01-05","353847373","Main Shopping - Important Items","Tablet","Audience","3","0","0.00","0.00%","0.00","--","Audience","0.00"
"2020-01-06","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","30507","306","167.37","1.00%","0.55","--","Search","5.49"
"2020-01-06","353847373","Main Shopping - Important Items","Computer","Syndicated search partners","1199","12","7.58","1.00%","0.63","--","Search","6.32"
"2020-01-06","353847373","Main Shopping - Important Items","Computer","AOL search","151","2","1.19","1.32%","0.60","--","Search","7.88"
"2020-01-06","353847373","Main Shopping - Important Items","Computer","Audience","5637","38","19.54","0.67%","0.51","--","Audience","3.47"
"2020-01-06","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","1933","16","5.23","0.83%","0.33","--","Search","2.71"
"2020-01-06","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","12135","60","5.35","0.49%","0.09","--","Search","0.44"
"2020-01-06","353847373","Main Shopping - Important Items","Smartphone","AOL search","4","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-01-06","353847373","Main Shopping - Important Items","Smartphone","Audience","535","3","0.41","0.56%","0.14","--","Audience","0.77"
"2020-01-06","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","236","3","0.83","1.27%","0.28","--","Search","3.52"
"2020-01-06","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","398","3","0.39","0.75%","0.13","--","Search","0.98"
"2020-01-06","353847373","Main Shopping - Important Items","Tablet","AOL search","2","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-01-06","353847373","Main Shopping - Important Items","Tablet","Audience","9","1","0.13","11.11%","0.13","--","Audience","14.44"
"2020-01-07","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","25552","295","170.92","1.15%","0.58","--","Search","6.69"
"2020-01-07","353847373","Main Shopping - Important Items","Computer","Syndicated search partners","916","9","3.43","0.98%","0.38","--","Search","3.74"
"2020-01-07","353847373","Main Shopping - Important Items","Computer","AOL search","131","2","1.48","1.53%","0.74","--","Search","11.30"
"2020-01-07","353847373","Main Shopping - Important Items","Computer","Audience","4591","39","19.03","0.85%","0.49","--","Audience","4.15"
"2020-01-07","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","2076","17","4.35","0.82%","0.26","--","Search","2.10"
"2020-01-07","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","8548","50","5.78","0.58%","0.12","--","Search","0.68"
"2020-01-07","353847373","Main Shopping - Important Items","Smartphone","AOL search","1","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-01-07","353847373","Main Shopping - Important Items","Smartphone","Audience","338","3","0.57","0.89%","0.19","--","Audience","1.69"
"2020-01-07","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","253","8","2.62","3.16%","0.33","--","Search","10.36"
"2020-01-07","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","326","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-01-07","353847373","Main Shopping - Important Items","Tablet","AOL search","0","0","0.00","","0.00","--","Search","0.00"
"2020-01-07","353847373","Main Shopping - Important Items","Tablet","Audience","10","0","0.00","0.00%","0.00","--","Audience","0.00"
"2020-01-08","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","30190","316","181.86","1.05%","0.58","--","Search","6.02"
"2020-01-08","353847373","Main Shopping - Important Items","Computer","Syndicated search partners","1221","8","3.16","0.66%","0.40","--","Search","2.59"
"2020-01-08","353847373","Main Shopping - Important Items","Computer","AOL search","138","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-01-08","353847373","Main Shopping - Important Items","Computer","Audience","6516","34","18.65","0.52%","0.55","--","Audience","2.86"
"2020-01-08","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","2958","37","10.77","1.25%","0.29","--","Search","3.64"
"2020-01-08","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","11383","64","7.36","0.56%","0.12","--","Search","0.65"
"2020-01-08","353847373","Main Shopping - Important Items","Smartphone","AOL search","0","0","0.00","","0.00","--","Search","0.00"
"2020-01-08","353847373","Main Shopping - Important Items","Smartphone","Audience","517","4","0.56","0.77%","0.14","--","Audience","1.08"
"2020-01-08","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","214","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-01-08","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","406","1","0.13","0.25%","0.13","--","Search","0.32"
"2020-01-08","353847373","Main Shopping - Important Items","Tablet","AOL search","3","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-01-08","353847373","Main Shopping - Important Items","Tablet","Audience","12","0","0.00","0.00%","0.00","--","Audience","0.00"
"2020-01-09","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","29447","325","181.00","1.10%","0.56","--","Search","6.15"
"2020-01-09","353847373","Main Shopping - Important Items","Computer","Syndicated search partners","1396","6","3.80","0.43%","0.63","--","Search","2.72"
"2020-01-09","353847373","Main Shopping - Important Items","Computer","AOL search","160","2","1.89","1.25%","0.95","--","Search","11.81"
"2020-01-09","353847373","Main Shopping - Important Items","Computer","Audience","6660","48","24.98","0.72%","0.52","--","Audience","3.75"
"2020-01-09","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","2765","15","3.35","0.54%","0.22","--","Search","1.21"
"2020-01-09","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","11361","57","5.85","0.50%","0.10","--","Search","0.51"
"2020-01-09","353847373","Main Shopping - Important Items","Smartphone","AOL search","3","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-01-09","353847373","Main Shopping - Important Items","Smartphone","Audience","470","5","1.44","1.06%","0.29","--","Audience","3.06"
"2020-01-09","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","229","1","0.14","0.44%","0.14","--","Search","0.61"
"2020-01-09","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","351","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-01-09","353847373","Main Shopping - Important Items","Tablet","Audience","16","0","0.00","0.00%","0.00","--","Audience","0.00"
"2020-01-10","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","27563","333","182.39","1.21%","0.55","--","Search","6.62"
"2020-01-10","353847373","Main Shopping - Important Items","Computer","Syndicated search partners","1064","3","2.08","0.28%","0.69","--","Search","1.95"
"2020-01-10","353847373","Main Shopping - Important Items","Computer","AOL search","76","3","1.16","3.95%","0.39","--","Search","15.26"
"2020-01-10","353847373","Main Shopping - Important Items","Computer","Audience","5801","36","18.37","0.62%","0.51","--","Audience","3.17"
"2020-01-10","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","2669","29","8.48","1.09%","0.29","--","Search","3.18"
"2020-01-10","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","11582","50","5.80","0.43%","0.12","--","Search","0.50"
"2020-01-10","353847373","Main Shopping - Important Items","Smartphone","AOL search","2","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-01-10","353847373","Main Shopping - Important Items","Smartphone","Audience","744","7","1.39","0.94%","0.20","--","Audience","1.87"
"2020-01-10","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","298","3","1.13","1.01%","0.38","--","Search","3.79"
"2020-01-10","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","332","3","0.18","0.90%","0.06","--","Search","0.54"
"2020-01-10","353847373","Main Shopping - Important Items","Tablet","Audience","8","0","0.00","0.00%","0.00","--","Audience","0.00"
"2020-01-11","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","5956","64","13.54","1.07%","0.21","--","Search","2.27"
"2020-01-11","353847373","Main Shopping - Important Items","Computer","Syndicated search partners","401","1","0.14","0.25%","0.14","--","Search","0.35"
"2020-01-11","353847373","Main Shopping - Important Items","Computer","AOL search","29","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-01-11","353847373","Main Shopping - Important Items","Computer","Audience","311","5","0.83","1.61%","0.17","--","Audience","2.67"
"2020-01-11","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","909","9","1.02","0.99%","0.11","--","Search","1.12"
"2020-01-11","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","6360","14","0.54","0.22%","0.04","--","Search","0.08"
"2020-01-11","353847373","Main Shopping - Important Items","Smartphone","AOL search","2","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-01-11","353847373","Main Shopping - Important Items","Smartphone","Audience","80","1","0.17","1.25%","0.17","--","Audience","2.13"
"2020-01-11","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","224","4","0.46","1.79%","0.12","--","Search","2.05"
"2020-01-11","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","478","1","0.05","0.21%","0.05","--","Search","0.10"
"2020-01-11","353847373","Main Shopping - Important Items","Tablet","AOL search","1","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-01-12","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","5913","40","6.19","0.68%","0.15","--","Search","1.05"
"2020-01-12","353847373","Main Shopping - Important Items","Computer","Syndicated search partners","451","3","0.41","0.67%","0.14","--","Search","0.91"
"2020-01-12","353847373","Main Shopping - Important Items","Computer","AOL search","19","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-01-12","353847373","Main Shopping - Important Items","Computer","Audience","310","2","0.27","0.65%","0.14","--","Audience","0.87"
"2020-01-12","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","990","11","1.11","1.11%","0.10","--","Search","1.12"
"2020-01-12","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","5221","16","0.48","0.31%","0.03","--","Search","0.09"
"2020-01-12","353847373","Main Shopping - Important Items","Smartphone","AOL search","0","0","0.00","","0.00","--","Search","0.00"
"2020-01-12","353847373","Main Shopping - Important Items","Smartphone","Audience","109","1","0.05","0.92%","0.05","--","Audience","0.46"
"2020-01-12","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","166","3","0.37","1.81%","0.12","--","Search","2.23"
"2020-01-12","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","370","1","0.04","0.27%","0.04","--","Search","0.11"
"2020-01-12","353847373","Main Shopping - Important Items","Tablet","Audience","5","0","0.00","0.00%","0.00","--","Audience","0.00"
"2020-01-13","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","32041","349","197.11","1.09%","0.56","--","Search","6.15"
"2020-01-13","353847373","Main Shopping - Important Items","Computer","Syndicated search partners","1242","7","1.61","0.56%","0.23","--","Search","1.30"
"2020-01-13","353847373","Main Shopping - Important Items","Computer","AOL search","135","4","2.76","2.96%","0.69","--","Search","20.44"
"2020-01-13","353847373","Main Shopping - Important Items","Computer","Audience","6450","42","20.93","0.65%","0.50","--","Audience","3.24"
"2020-01-13","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","1572","13","3.83","0.83%","0.29","--","Search","2.44"
"2020-01-13","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","9989","32","2.97","0.32%","0.09","--","Search","0.30"
"2020-01-13","353847373","Main Shopping - Important Items","Smartphone","AOL search","0","0","0.00","","0.00","--","Search","0.00"
"2020-01-13","353847373","Main Shopping - Important Items","Smartphone","Audience","816","4","0.68","0.49%","0.17","--","Audience","0.83"
"2020-01-13","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","247","2","0.57","0.81%","0.28","--","Search","2.31"
"2020-01-13","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","315","2","0.16","0.63%","0.08","--","Search","0.51"
"2020-01-13","353847373","Main Shopping - Important Items","Tablet","Audience","19","0","0.00","0.00%","0.00","--","Audience","0.00"
"2020-01-14","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","33398","380","204.81","1.14%","0.54","--","Search","6.13"
"2020-01-14","353847373","Main Shopping - Important Items","Computer","Syndicated search partners","1349","7","2.93","0.52%","0.42","--","Search","2.17"
"2020-01-14","353847373","Main Shopping - Important Items","Computer","AOL search","93","1","0.61","1.08%","0.61","--","Search","6.56"
"2020-01-14","353847373","Main Shopping - Important Items","Computer","Audience","5888","46","22.70","0.78%","0.49","--","Audience","3.86"
"2020-01-14","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","1435","20","6.20","1.39%","0.31","--","Search","4.32"
"2020-01-14","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","11781","44","4.20","0.37%","0.10","--","Search","0.36"
"2020-01-14","353847373","Main Shopping - Important Items","Smartphone","AOL search","1","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-01-14","353847373","Main Shopping - Important Items","Smartphone","Audience","753","3","0.61","0.40%","0.20","--","Audience","0.81"
"2020-01-14","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","233","5","1.20","2.15%","0.24","--","Search","5.15"
"2020-01-14","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","395","1","0.06","0.25%","0.06","--","Search","0.15"
"2020-01-14","353847373","Main Shopping - Important Items","Tablet","AOL search","0","0","0.00","","0.00","--","Search","0.00"
"2020-01-14","353847373","Main Shopping - Important Items","Tablet","Audience","8","0","0.00","0.00%","0.00","--","Audience","0.00"
"2020-01-15","353847373","Main Shopping - Important Items","Computer","Unknown","0","0","0.00","","0.00","--","Unknown","0.00"
"2020-01-15","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","35189","381","207.75","1.08%","0.55","--","Search","5.90"
"2020-01-15","353847373","Main Shopping - Important Items","Computer","Syndicated search partners","1624","9","2.82","0.55%","0.31","--","Search","1.74"
"2020-01-15","353847373","Main Shopping - Important Items","Computer","AOL search","202","3","1.79","1.49%","0.60","--","Search","8.86"
"2020-01-15","353847373","Main Shopping - Important Items","Computer","Audience","4862","28","15.68","0.58%","0.56","--","Audience","3.23"
"2020-01-15","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","3167","28","7.42","0.88%","0.27","--","Search","2.34"
"2020-01-15","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","17206","89","6.21","0.52%","0.07","--","Search","0.36"
"2020-01-15","353847373","Main Shopping - Important Items","Smartphone","Audience","633","7","1.93","1.11%","0.28","--","Audience","3.05"
"2020-01-15","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","240","1","0.14","0.42%","0.14","--","Search","0.58"
"2020-01-15","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","387","1","0.11","0.26%","0.11","--","Search","0.28"
"2020-01-15","353847373","Main Shopping - Important Items","Tablet","AOL search","3","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-01-15","353847373","Main Shopping - Important Items","Tablet","Audience","17","0","0.00","0.00%","0.00","--","Audience","0.00"
"2020-01-16","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","36280","409","207.47","1.13%","0.51","--","Search","5.72"
"2020-01-16","353847373","Main Shopping - Important Items","Computer","Syndicated search partners","1555","11","4.52","0.71%","0.41","--","Search","2.91"
"2020-01-16","353847373","Main Shopping - Important Items","Computer","AOL search","199","1","0.72","0.50%","0.72","--","Search","3.62"
"2020-01-16","353847373","Main Shopping - Important Items","Computer","Audience","5107","33","18.65","0.65%","0.57","--","Audience","3.65"
"2020-01-16","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","3814","17","3.93","0.45%","0.23","--","Search","1.03"
"2020-01-16","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","17461","88","7.57","0.50%","0.09","--","Search","0.43"
"2020-01-16","353847373","Main Shopping - Important Items","Smartphone","Audience","507","3","0.39","0.59%","0.13","--","Audience","0.77"
"2020-01-16","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","273","4","1.18","1.47%","0.30","--","Search","4.32"
"2020-01-16","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","424","6","0.69","1.42%","0.12","--","Search","1.63"
"2020-01-17","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","27538","340","203.01","1.23%","0.60","--","Search","7.37"
"2020-01-17","353847373","Main Shopping - Important Items","Computer","Syndicated search partners","1162","6","2.50","0.52%","0.42","--","Search","2.15"
"2020-01-17","353847373","Main Shopping - Important Items","Computer","AOL search","163","3","1.43","1.84%","0.48","--","Search","8.77"
"2020-01-17","353847373","Main Shopping - Important Items","Computer","Audience","4734","43","23.04","0.91%","0.54","--","Audience","4.87"
"2020-01-17","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","1699","16","5.10","0.94%","0.32","--","Search","3.00"
"2020-01-17","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","11508","44","3.58","0.38%","0.08","--","Search","0.31"
"2020-01-17","353847373","Main Shopping - Important Items","Smartphone","Audience","470","3","0.50","0.64%","0.17","--","Audience","1.06"
"2020-01-17","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","228","3","1.02","1.32%","0.34","--","Search","4.47"
"2020-01-17","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","318","1","0.06","0.31%","0.06","--","Search","0.19"
"2020-01-17","353847373","Main Shopping - Important Items","Tablet","AOL search","9","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-01-17","353847373","Main Shopping - Important Items","Tablet","Audience","9","0","0.00","0.00%","0.00","--","Audience","0.00"
"2020-01-18","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","7044","79","13.67","1.12%","0.17","--","Search","1.94"
"2020-01-18","353847373","Main Shopping - Important Items","Computer","Syndicated search partners","513","3","0.29","0.58%","0.10","--","Search","0.57"
"2020-01-18","353847373","Main Shopping - Important Items","Computer","AOL search","21","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-01-18","353847373","Main Shopping - Important Items","Computer","Audience","258","5","0.86","1.94%","0.17","--","Audience","3.33"
"2020-01-18","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","1295","6","0.86","0.46%","0.14","--","Search","0.66"
"2020-01-18","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","6506","23","0.76","0.35%","0.03","--","Search","0.12"
"2020-01-18","353847373","Main Shopping - Important Items","Smartphone","Audience","99","1","0.20","1.01%","0.20","--","Audience","2.02"
"2020-01-18","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","217","1","0.13","0.46%","0.13","--","Search","0.60"
"2020-01-18","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","428","2","0.09","0.47%","0.05","--","Search","0.21"
"2020-01-18","353847373","Main Shopping - Important Items","Tablet","Audience","3","0","0.00","0.00%","0.00","--","Audience","0.00"
"2020-01-19","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","7324","74","11.67","1.01%","0.16","--","Search","1.59"
"2020-01-19","353847373","Main Shopping - Important Items","Computer","Syndicated search partners","424","7","0.86","1.65%","0.12","--","Search","2.03"
"2020-01-19","353847373","Main Shopping - Important Items","Computer","AOL search","123","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-01-19","353847373","Main Shopping - Important Items","Computer","Audience","317","4","0.74","1.26%","0.19","--","Audience","2.33"
"2020-01-19","353847373","Main Shopping - Important Items","Smartphone","Bing and Yahoo! search","1234","9","0.96","0.73%","0.11","--","Search","0.78"
"2020-01-19","353847373","Main Shopping - Important Items","Smartphone","Syndicated search partners","6004","19","0.67","0.32%","0.04","--","Search","0.11"
"2020-01-19","353847373","Main Shopping - Important Items","Smartphone","Audience","80","0","0.00","0.00%","0.00","--","Audience","0.00"
"2020-01-19","353847373","Main Shopping - Important Items","Tablet","Bing and Yahoo! search","180","1","0.08","0.56%","0.08","--","Search","0.44"
"2020-01-19","353847373","Main Shopping - Important Items","Tablet","Syndicated search partners","368","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-01-19","353847373","Main Shopping - Important Items","Tablet","AOL search","1","0","0.00","0.00%","0.00","--","Search","0.00"
"2020-01-19","353847373","Main Shopping - Important Items","Tablet","Audience","2","0","0.00","0.00%","0.00","--","Audience","0.00"
"2020-01-20","353847373","Main Shopping - Important Items","Computer","Bing and Yahoo! search","33765","356","208.54","1.05%","0.59","--","Search","6.18"
